,合约代码   ,昨结算    ,今开盘    ,最高价    ,最低价    ,今收盘    ,今结算    ,涨跌1     ,涨跌2     ,成交量(手),持仓量    ,增减量    ,成交额(万元),DELTA     ,隐含波动率,行权量,date
9201,CF401C18000,1.00      ,2.00      ,2.00      ,1.00      ,1.00      ,1.00      ,0.00      ,0.00      ,"1,376     ","19,270    ",-874      ,0.73        ,0.0023    ,32.41     ,0             ,2023-12-01
9202,CF401C18200,1.00      ,2.00      ,3.00      ,1.00      ,2.00      ,1.00      ,1.00      ,0.00      ,92        ,"3,420     ",-42       ,0.09        ,0.0018    ,33.48     ,0             ,2023-12-01
9203,CF401C18400,1.00      ,1.00      ,6.00      ,1.00      ,1.00      ,1.00      ,0.00      ,0.00      ,66        ,"3,116     ",5         ,0.07        ,0.0013    ,34.50     ,0             ,2023-12-01
9204,CF401C18600,1.00      ,4.00      ,4.00      ,4.00      ,4.00      ,1.00      ,3.00      ,0.00      ,2         ,"5,726     ",0         ,0.00        ,0.0010    ,35.49     ,0             ,2023-12-01
9205,CF401C18800,1.00      ,2.00      ,2.00      ,2.00      ,2.00      ,1.00      ,1.00      ,0.00      ,6         ,"2,446     ",-6        ,0.01        ,0.0007    ,36.44     ,0             ,2023-12-01
9206,CF401C19000,1.00      ,1.00      ,2.00      ,1.00      ,2.00      ,1.00      ,1.00      ,0.00      ,159       ,"4,700     ",-69       ,0.13        ,0.0006    ,37.36     ,0             ,2023-12-01
9207,CF401C19200,1.00      ,3.00      ,3.00      ,1.00      ,2.00      ,1.00      ,1.00      ,0.00      ,151       ,"9,622     ",-117      ,0.17        ,0.0004    ,38.25     ,0             ,2023-12-01
9208,CF401C19400,1.00      ,3.00      ,3.00      ,2.00      ,3.00      ,1.00      ,2.00      ,0.00      ,34        ,"3,600     ",-15       ,0.04        ,0.0003    ,39.11     ,0             ,2023-12-01
9209,CF401C19600,1.00      ,3.00      ,3.00      ,2.00      ,2.00      ,1.00      ,1.00      ,0.00      ,125       ,"1,900     ",-51       ,0.14        ,0.0003    ,39.94     ,0             ,2023-12-01
9210,CF401C19800,1.00      ,3.00      ,3.00      ,2.00      ,3.00      ,1.00      ,2.00      ,0.00      ,68        ,"1,639     ",-55       ,0.07        ,0.0002    ,40.76     ,0             ,2023-12-01
9211,CF401C20000,1.00      ,2.00      ,2.00      ,2.00      ,2.00      ,1.00      ,1.00      ,0.00      ,180       ,"8,401     ",-116      ,0.16        ,0.0001    ,41.54     ,0             ,2023-12-01
9212,CF401C20400,1.00      ,2.00      ,2.00      ,1.00      ,1.00      ,1.00      ,0.00      ,0.00      ,230       ,"14,449    ",-57       ,0.12        ,0.0001    ,43.05     ,0             ,2023-12-01
9213,CF401P12600,1.00      ,0.00      ,0.00      ,0.00      ,0.00      ,1.00      ,0.00      ,0.00      ,0         ,0         ,0         ,0.00        ,-0.0004   ,31.89     ,0             ,2023-12-01
9214,CF401P12800,1.00      ,2.00      ,2.00      ,1.00      ,1.00      ,1.00      ,0.00      ,0.00      ,827       ,"6,281     ",-455      ,0.49        ,-0.0007   ,30.66     ,0             ,2023-12-01
9215,CF401P13000,1.00      ,1.00      ,2.00      ,1.00      ,1.00      ,1.00      ,0.00      ,0.00      ,527       ,"1,412     ",-209      ,0.31        ,-0.0012   ,29.42     ,0             ,2023-12-01
9216,CF401P13200,1.00      ,2.00      ,2.00      ,1.00      ,2.00      ,1.00      ,1.00      ,0.00      ,"1,112     ","1,288     ",-92       ,0.96        ,-0.0021   ,28.14     ,0             ,2023-12-01
9217,CF401P13400,1.00      ,2.00      ,3.00      ,2.00      ,2.00      ,1.00      ,1.00      ,0.00      ,"1,328     ","1,899     ",-214      ,1.41        ,-0.0037   ,26.83     ,0             ,2023-12-01
9218,CF401P13600,2.00      ,3.00      ,3.00      ,2.00      ,3.00      ,1.00      ,1.00      ,-1.00     ,"2,722     ","3,400     ",-503      ,4.03        ,-0.0063   ,25.50     ,0             ,2023-12-01
9219,CF401P13800,4.00      ,4.00      ,5.00      ,3.00      ,4.00      ,3.00      ,0.00      ,-1.00     ,"1,245     ","3,930     ",14        ,2.49        ,-0.0109   ,24.12     ,0             ,2023-12-01
9220,CF401P14000,7.00      ,6.00      ,8.00      ,4.00      ,5.00      ,4.00      ,-2.00     ,-3.00     ,"4,660     ","12,150    ",-334      ,14.18       ,-0.0187   ,22.71     ,0             ,2023-12-01
9221,CF401P14200,13.00     ,10.00     ,11.00     ,6.00      ,7.00      ,7.00      ,-6.00     ,-6.00     ,"5,571     ","6,525     ",-98       ,22.23       ,-0.0320   ,21.28     ,0             ,2023-12-01
9222,CF401P14400,23.00     ,18.00     ,20.00     ,10.00     ,12.00     ,13.00     ,-11.00    ,-10.00    ,"11,667    ","5,498     ",-182      ,83.07       ,-0.0556   ,19.82     ,0             ,2023-12-01
9223,CF401P14600,41.00     ,31.00     ,36.00     ,18.00     ,20.00     ,24.00     ,-21.00    ,-17.00    ,"18,350    ","6,939     ","-1,257    ",231.95      ,-0.0974   ,18.37     ,0             ,2023-12-01
9224,CF401P14800,71.00     ,55.00     ,70.00     ,30.00     ,38.00     ,43.00     ,-33.00    ,-28.00    ,"20,791    ","7,874     ",-747      ,474.94      ,-0.1695   ,17.00     ,0             ,2023-12-01
9225,CF401P15000,119.00    ,97.00     ,131.00    ,62.00     ,75.00     ,81.00     ,-44.00    ,-38.00    ,"17,838    ","11,405    ",-56       ,790.11      ,-0.2890   ,15.85     ,0             ,2023-12-01
9226,CF401P15200,195.00    ,162.00    ,227.00    ,118.00    ,143.00    ,150.00    ,-52.00    ,-45.00    ,"6,570     ","7,976     ",-347      ,516.92      ,-0.4608   ,15.13     ,0             ,2023-12-01
9227,CF401P15400,303.00    ,260.00    ,363.00    ,207.00    ,259.00    ,262.00    ,-44.00    ,-41.00    ,"1,503     ","6,442     ",-188      ,201.22      ,-0.6478   ,15.12     ,0             ,2023-12-01
9228,CF401P15600,446.00    ,405.00    ,520.00    ,360.00    ,407.00    ,416.00    ,-39.00    ,-30.00    ,899       ,"6,558     ",-190      ,190.79      ,-0.7907   ,15.87     ,0             ,2023-12-01
9229,CF401P15800,616.00    ,579.00    ,710.00    ,520.00    ,650.00    ,593.00    ,34.00     ,-23.00    ,945       ,"8,621     ",-187      ,270.77      ,-0.8762   ,17.16     ,0             ,2023-12-01
9230,CF401P16000,802.00    ,774.00    ,916.00    ,700.00    ,765.00    ,782.00    ,-37.00    ,-20.00    ,642       ,"10,034    ",-170      ,248.59      ,-0.9235   ,18.71     ,0             ,2023-12-01
9231,CF401P16200,995.00    ,965.00    ,995.00    ,965.00    ,965.00    ,976.00    ,-30.00    ,-19.00    ,43        ,"3,889     ",-13       ,21.13       ,-0.9506   ,20.33     ,0             ,2023-12-01
9232,CF401P16400,"1,192.00  ","1,159.00  ","1,260.00  ","1,140.00  ","1,180.00  ","1,172.00  ",-12.00    ,-20.00    ,15        ,"4,520     ",-101      ,9.02        ,-0.9672   ,21.92     ,100           ,2023-12-01
9233,CF401P16600,"1,390.00  ","1,340.00  ","1,465.00  ","1,291.00  ","1,465.00  ","1,370.00  ",75.00     ,-20.00    ,14        ,"3,633     ",-38       ,9.32        ,-0.9779   ,23.46     ,25            ,2023-12-01
9234,CF401P16800,"1,589.00  ","1,570.00  ","1,683.00  ","1,500.00  ","1,650.00  ","1,568.00  ",61.00     ,-21.00    ,165       ,"3,120     ",-161      ,132.78      ,-0.9847   ,24.93     ,0             ,2023-12-01
9235,CF401P17000,"1,788.00  ","1,740.00  ","1,826.00  ","1,707.00  ","1,826.00  ","1,767.00  ",38.00     ,-21.00    ,23        ,"2,472     ",-1        ,20.23       ,-0.9893   ,26.33     ,0             ,2023-12-01
9236,CF401P17200,"1,987.00  ","1,948.00  ","1,989.00  ","1,900.00  ","1,983.00  ","1,966.00  ",-4.00     ,-21.00    ,43        ,"4,519     ",0         ,41.90       ,-0.9928   ,27.66     ,0             ,2023-12-01
9237,CF401P17400,"2,187.00  ","2,145.00  ","2,229.00  ","2,145.00  ","2,190.00  ","2,166.00  ",3.00      ,-21.00    ,7         ,"6,768     ",0         ,7.64        ,-0.9950   ,28.93     ,0             ,2023-12-01
9238,CF401P17600,"2,386.00  ","2,380.00  ","2,380.00  ","2,380.00  ","2,380.00  ","2,365.00  ",-6.00     ,-21.00    ,1         ,714       ,0         ,1.19        ,-0.9968   ,30.14     ,0             ,2023-12-01
9239,CF401P17800,"2,586.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,565.00  ",-21.00    ,-21.00    ,0         ,953       ,-89       ,0.00        ,-0.9981   ,31.30     ,89            ,2023-12-01
9240,CF401P18000,"2,786.00  ","2,741.00  ","2,822.00  ","2,741.00  ","2,822.00  ","2,765.00  ",36.00     ,-21.00    ,7         ,"1,019     ",0         ,9.69        ,-0.9991   ,32.41     ,0             ,2023-12-01
9241,CF401P18200,"2,985.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,965.00  ",-20.00    ,-20.00    ,0         ,"1,070     ",0         ,0.00        ,-0.9997   ,33.48     ,0             ,2023-12-01
9242,CF401P18400,"3,185.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,165.00  ",-20.00    ,-20.00    ,0         ,485       ,0         ,0.00        ,-1.0000   ,34.50     ,0             ,2023-12-01
9243,CF401P18600,"3,385.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,365.00  ",-20.00    ,-20.00    ,0         ,90        ,0         ,0.00        ,-1.0000   ,35.49     ,0             ,2023-12-01
9244,CF401P18800,"3,585.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,565.00  ",-20.00    ,-20.00    ,0         ,41        ,0         ,0.00        ,-1.0000   ,36.44     ,0             ,2023-12-01
9245,CF401P19000,"3,785.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,765.00  ",-20.00    ,-20.00    ,0         ,16        ,0         ,0.00        ,-1.0000   ,37.36     ,0             ,2023-12-01
9246,CF401P19200,"3,985.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,965.00  ",-20.00    ,-20.00    ,0         ,24        ,0         ,0.00        ,-1.0000   ,38.25     ,0             ,2023-12-01
9247,CF401P19400,"4,185.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"4,165.00  ",-20.00    ,-20.00    ,0         ,2         ,0         ,0.00        ,-1.0000   ,39.11     ,0             ,2023-12-01
9248,CF401P19600,"4,385.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"4,365.00  ",-20.00    ,-20.00    ,0         ,0         ,0         ,0.00        ,-1.0000   ,39.94     ,0             ,2023-12-01
9249,CF401P19800,"4,585.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"4,565.00  ",-20.00    ,-20.00    ,0         ,0         ,0         ,0.00        ,-1.0000   ,40.76     ,0             ,2023-12-01
9250,CF401P20000,"4,785.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"4,765.00  ",-20.00    ,-20.00    ,0         ,0         ,0         ,0.00        ,-1.0000   ,41.54     ,0             ,2023-12-01
9251,CF401P20400,"5,185.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"5,165.00  ",-20.00    ,-20.00    ,0         ,9         ,0         ,0.00        ,-1.0000   ,43.05     ,0             ,2023-12-01
9252,CF403C12800,"2,132.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,205.00  ",73.00     ,73.00     ,0         ,0         ,0         ,0.00        ,0.9700    ,19.52     ,0             ,2023-12-01
9253,CF403C13000,"1,943.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,013.00  ",70.00     ,70.00     ,0         ,0         ,0         ,0.00        ,0.9558    ,19.23     ,0             ,2023-12-01
9254,CF403C13200,"1,756.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,824.00  ",68.00     ,68.00     ,0         ,0         ,0         ,0.00        ,0.9378    ,18.95     ,0             ,2023-12-01
9255,CF403C13400,"1,573.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,638.00  ",65.00     ,65.00     ,0         ,0         ,0         ,0.00        ,0.9153    ,18.67     ,0             ,2023-12-01
9256,CF403C13600,"1,396.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,458.00  ",62.00     ,62.00     ,0         ,0         ,0         ,0.00        ,0.8877    ,18.40     ,0             ,2023-12-01
9257,CF403C13800,"1,226.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,283.00  ",57.00     ,57.00     ,0         ,30        ,0         ,0.00        ,0.8534    ,18.14     ,0             ,2023-12-01
9258,CF403C14000,"1,063.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,118.00  ",55.00     ,55.00     ,0         ,53        ,0         ,0.00        ,0.8115    ,17.89     ,0             ,2023-12-01
9259,CF403C14200,910.00    ,"1,013.00  ","1,013.00  ",872.00    ,872.00    ,961.00    ,-38.00    ,51.00     ,81        ,167       ,9         ,39.45       ,0.7629    ,17.65     ,0             ,2023-12-01
9260,CF403C14400,769.00    ,868.00    ,868.00    ,721.00    ,757.00    ,814.00    ,-12.00    ,45.00     ,76        ,273       ,-8        ,30.67       ,0.7076    ,17.43     ,0             ,2023-12-01
9261,CF403C14600,642.00    ,676.00    ,747.00    ,595.00    ,647.00    ,679.00    ,5.00      ,37.00     ,80        ,348       ,8         ,28.05       ,0.6463    ,17.21     ,0             ,2023-12-01
9262,CF403C14800,528.00    ,610.00    ,617.00    ,497.00    ,547.00    ,556.00    ,19.00     ,28.00     ,215       ,586       ,11        ,60.97       ,0.5801    ,17.02     ,0             ,2023-12-01
9263,CF403C15000,428.00    ,455.00    ,502.00    ,374.00    ,433.00    ,448.00    ,5.00      ,20.00     ,332       ,701       ,10        ,76.40       ,0.5107    ,16.84     ,0             ,2023-12-01
9264,CF403C15200,343.00    ,372.00    ,400.00    ,298.00    ,347.00    ,355.00    ,4.00      ,12.00     ,"1,170     ","1,630     ",501       ,209.69      ,0.4405    ,16.69     ,0             ,2023-12-01
9265,CF403C15400,271.00    ,280.00    ,316.00    ,225.00    ,269.00    ,277.00    ,-2.00     ,6.00      ,820       ,"1,349     ",6         ,111.38      ,0.3722    ,16.56     ,0             ,2023-12-01
9266,CF403C15600,214.00    ,218.00    ,239.00    ,173.00    ,208.00    ,212.00    ,-6.00     ,-2.00     ,"2,665     ","2,587     ",565       ,281.02      ,0.3079    ,16.46     ,0             ,2023-12-01
9267,CF403C15800,168.00    ,162.00    ,180.00    ,129.00    ,158.00    ,160.00    ,-10.00    ,-8.00     ,"1,690     ","2,594     ",197       ,137.97      ,0.2496    ,16.40     ,0             ,2023-12-01
9268,CF403C16000,131.00    ,125.00    ,135.00    ,97.00     ,118.00    ,119.00    ,-13.00    ,-12.00    ,"2,519     ","7,526     ",-119      ,149.52      ,0.1985    ,16.38     ,0             ,2023-12-01
9269,CF403C16200,101.00    ,96.00     ,101.00    ,72.00     ,88.00     ,87.00     ,-13.00    ,-14.00    ,"1,046     ","3,241     ",-165      ,45.69       ,0.1550    ,16.41     ,0             ,2023-12-01
9270,CF403C16400,80.00     ,73.00     ,76.00     ,53.00     ,65.00     ,63.00     ,-15.00    ,-17.00    ,"1,134     ","3,188     ",101       ,37.06       ,0.1192    ,16.49     ,0             ,2023-12-01
9271,CF403C16600,62.00     ,50.00     ,56.00     ,40.00     ,50.00     ,47.00     ,-12.00    ,-15.00    ,"1,992     ","2,199     ",-109      ,47.77       ,0.0921    ,16.62     ,0             ,2023-12-01
9272,CF403C16800,48.00     ,36.00     ,43.00     ,30.00     ,37.00     ,35.00     ,-11.00    ,-13.00    ,"2,275     ","2,660     ",-325      ,41.71       ,0.0712    ,16.83     ,0             ,2023-12-01
9273,CF403C17000,38.00     ,27.00     ,31.00     ,22.00     ,28.00     ,26.00     ,-10.00    ,-12.00    ,"2,354     ","3,954     ",451       ,30.32       ,0.0546    ,17.09     ,0             ,2023-12-01
9274,CF403C17200,30.00     ,21.00     ,22.00     ,16.00     ,21.00     ,20.00     ,-9.00     ,-10.00    ,478       ,"2,936     ",96        ,4.64        ,0.0430    ,17.43     ,0             ,2023-12-01
9275,CF403C17400,24.00     ,15.00     ,17.00     ,12.00     ,16.00     ,16.00     ,-8.00     ,-8.00     ,236       ,"3,416     ",136       ,1.77        ,0.0342    ,17.83     ,0             ,2023-12-01
9276,CF403C17600,19.00     ,14.00     ,14.00     ,10.00     ,13.00     ,13.00     ,-6.00     ,-6.00     ,226       ,"3,318     ",48        ,1.33        ,0.0279    ,18.29     ,0             ,2023-12-01
9277,CF403C17800,15.00     ,9.00      ,12.00     ,9.00      ,11.00     ,11.00     ,-4.00     ,-4.00     ,100       ,"1,992     ",-8        ,0.53        ,0.0229    ,18.80     ,0             ,2023-12-01
9278,CF403C18000,12.00     ,13.00     ,13.00     ,10.00     ,10.00     ,9.00      ,-2.00     ,-3.00     ,30        ,"6,098     ",27        ,0.18        ,0.0197    ,19.36     ,0             ,2023-12-01
9279,CF403C18200,10.00     ,10.00     ,10.00     ,9.00      ,9.00      ,8.00      ,-1.00     ,-2.00     ,8         ,"4,501     ",8         ,0.04        ,0.0168    ,19.95     ,0             ,2023-12-01
9280,CF403C18400,8.00      ,7.00      ,7.00      ,7.00      ,7.00      ,7.00      ,-1.00     ,-1.00     ,7         ,"2,263     ",-7        ,0.02        ,0.0145    ,20.56     ,0             ,2023-12-01
9281,CF403C18600,7.00      ,0.00      ,0.00      ,0.00      ,0.00      ,6.00      ,-1.00     ,-1.00     ,0         ,"1,531     ",0         ,0.00        ,0.0131    ,21.20     ,0             ,2023-12-01
9282,CF403C18800,6.00      ,0.00      ,0.00      ,0.00      ,0.00      ,6.00      ,0.00      ,0.00      ,0         ,"1,515     ",0         ,0.00        ,0.0119    ,21.84     ,0             ,2023-12-01
9283,CF403C19000,4.00      ,6.00      ,6.00      ,6.00      ,6.00      ,5.00      ,2.00      ,1.00      ,47        ,"2,581     ",-42       ,0.14        ,0.0107    ,22.49     ,0             ,2023-12-01
9284,CF403C19200,4.00      ,0.00      ,0.00      ,0.00      ,0.00      ,5.00      ,1.00      ,1.00      ,0         ,"2,385     ",0         ,0.00        ,0.0097    ,23.14     ,0             ,2023-12-01
9285,CF403C19400,3.00      ,5.00      ,5.00      ,5.00      ,5.00      ,5.00      ,2.00      ,2.00      ,10        ,"1,188     ",0         ,0.03        ,0.0088    ,23.79     ,0             ,2023-12-01
9286,CF403C19600,3.00      ,0.00      ,0.00      ,0.00      ,0.00      ,4.00      ,1.00      ,1.00      ,0         ,"2,201     ",0         ,0.00        ,0.0082    ,24.43     ,0             ,2023-12-01
9287,CF403C19800,2.00      ,4.00      ,6.00      ,3.00      ,5.00      ,4.00      ,3.00      ,2.00      ,676       ,"2,614     ",-307      ,1.51        ,0.0077    ,25.06     ,0             ,2023-12-01
9288,CF403P12800,30.00     ,20.00     ,23.00     ,14.00     ,18.00     ,17.00     ,-12.00    ,-13.00    ,677       ,"1,280     ",256       ,6.48        ,-0.0314   ,19.52     ,0             ,2023-12-01
9289,CF403P13000,40.00     ,30.00     ,32.00     ,20.00     ,24.00     ,25.00     ,-16.00    ,-15.00    ,"2,294     ","2,083     ",0         ,30.03       ,-0.0446   ,19.23     ,0             ,2023-12-01
9290,CF403P13200,53.00     ,43.00     ,48.00     ,30.00     ,36.00     ,35.00     ,-17.00    ,-18.00    ,"2,518     ","1,820     ",583       ,45.69       ,-0.0615   ,18.95     ,0             ,2023-12-01
9291,CF403P13400,69.00     ,55.00     ,65.00     ,41.00     ,50.00     ,50.00     ,-19.00    ,-19.00    ,772       ,"1,590     ",-31       ,19.11       ,-0.0831   ,18.67     ,0             ,2023-12-01
